establecimiento_nombre,localidad_nombre,provincia_nombre,departamento_nombre
DISPENSARIO MUNICIPAL BARRIO MINETTI,SALDAN,CÓRDOBA,COLÓN
CENTRO MEDICO PRIVADO SALDAN,SALDAN,CÓRDOBA,COLÓN
RESIDENCIA GERIATRICA PRIVADA LA GLORIETA,SALDAN,CÓRDOBA,COLÓN
RESIDENCIA GERIATRICA PRIVADA SANTA LUCIA,SALDAN,CÓRDOBA,COLÓN
CENTRO DE ATENCION PRIMARIA DE LA SALUD C.I.C.,SALSIPUEDES,CÓRDOBA,COLÓN
CENTRO MEDICO PRIVADO COLON,SALSIPUEDES,CÓRDOBA,COLÓN
PBRO. SANTIAGO KUZMAN,EL PUEBLITO,CÓRDOBA,COLÓN
HOGAR DE INTEGRACION SOCIAL DEL INCAPACITADO MENTAL,EL PUEBLITO,CÓRDOBA,COLÓN
PUESTO SANITARIO TINOCO,TINOCO,CÓRDOBA,COLÓN
CENTRO DE REHABILITACION SIERRAS CHICAS,UNQUILLO,CÓRDOBA,COLÓN
HOSPITAL JOSE URRUTIA DE UNQUILLO,UNQUILLO,CÓRDOBA,COLÓN
CENTRO DE ATENCION PRIMARIA DE SALUD CABANA,UNQUILLO,CÓRDOBA,COLÓN
CENTRO DE SALUD VILLA FORCHIERI,UNQUILLO,CÓRDOBA,COLÓN
CENTRO DE ATENCION PRIMARIA GOBERNADOR PIZARRO,UNQUILLO,CÓRDOBA,COLÓN
CENTRO DE SALUD  SAN MIGUEL,UNQUILLO,CÓRDOBA,COLÓN
CENTRO DE ATENCION PRIMARIA DE LA SALUD QUEBRADA HONDA,UNQUILLO,CÓRDOBA,COLÓN
GERIATRICO PRIVADO SANTA RITA,UNQUILLO,CÓRDOBA,COLÓN
CEMI EMERGENCIAS MEDICAS PRIVADO,UNQUILLO,CÓRDOBA,COLÓN
CENTRO DE DIA RED SIERRAS CHICAS,UNQUILLO,CÓRDOBA,COLÓN
CENTRO MEDICO DE ESPECIALIDADES Y DIAGNOSTICO PRIVADO,UNQUILLO,CÓRDOBA,COLÓN
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO PIEVE,UNQUILLO,CÓRDOBA,COLÓN
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO JAC,UNQUILLO,CÓRDOBA,COLÓN
HOSPITAL MUNICIPAL JOSEFINA PRIEUR,VILLA ALLENDE,CÓRDOBA,COLÓN
CAPRIN Nº 2 TARUGUITO ALEJO ROMERO EL CONDOR,VILLA ALLENDE,CÓRDOBA,COLÓN
CENTRO DE SALUD Y PROMOCION BARRIO ESPAÑOL,VILLA ALLENDE,CÓRDOBA,COLÓN
CAPRIN Nº 1 LA POLINESIA,VILLA ALLENDE,CÓRDOBA,COLÓN
CAPRIN Nº 3 BARRIO LOMAS,VILLA ALLENDE,CÓRDOBA,COLÓN
CENTRO PRIVADO CONSULTORIOS MEDICOS VILLA ALLENDE,VILLA ALLENDE,CÓRDOBA,COLÓN
CENTRO MEDICO OSECAC - VILLA ALLENDE,VILLA ALLENDE,CÓRDOBA,COLÓN
CENTRO DE IMAGENES DALVIT,VILLA ALLENDE,CÓRDOBA,COLÓN
CENTRO MEDICO PRIVADO PLAZA,VILLA ALLENDE,CÓRDOBA,COLÓN
CENTRO DE ATENCION INTEGRAL PRIVADO - CENTRO DE APOYO A LA INTEGRACION ESCOLAR,VILLA ALLENDE,CÓRDOBA,COLÓN
RESIDENCIA GERIATRICA PRIVADA LOS PINARES,VILLA ALLENDE,CÓRDOBA,COLÓN
CONSULTORIO MEDICO CAGNANI,VILLA ALLENDE,CÓRDOBA,COLÓN
CENTRO MODELO DE PEDIATRIA S.R.L.,VILLA ALLENDE,CÓRDOBA,COLÓN
AIRE ATENCION  INTEGRAL Y REHABILITACION S.R.L.,VILLA ALLENDE,CÓRDOBA,COLÓN
CENTRO MEDICO HOSPITAL PRIVADO UNIVERSITARIO DE CORDOBA - PERIFERICO VILLA ALLENDE,VILLA ALLENDE,CÓRDOBA,COLÓN
CENTRO MEDICO PRIVADO DEL CARMEN,VILLA ALLENDE,CÓRDOBA,COLÓN
RESIDENCIA GERIATRICA PRIVADA PARA ADULTOS MAYORES CASA DE NAZARET,VILLA ALLENDE,CÓRDOBA,COLÓN
CENTRO PRIVADO DE APOYO A LA INTEGRACION ESCOLAR Y CONSULTORIO APPUI,VILLA ALLENDE,CÓRDOBA,COLÓN
CENTRO NEFROLOGICO PRIVADO,VILLA ALLENDE,CÓRDOBA,COLÓN
GENTIUM CENTRO MEDICO PRIVADO,VILLA ALLENDE,CÓRDOBA,COLÓN
APADRO ASOCIACION DE PADRES Y AMIGOS PARA EL DIAGNOSTICO,VILLA ALLENDE,CÓRDOBA,COLÓN
CENTRO MEDICO VILLA ALLENDE DR. NIEVAS PRIVADO,VILLA ALLENDE,CÓRDOBA,COLÓN
RESIDENCIA GERIATRICA PRIVADA DEL GOLF,VILLA ALLENDE,CÓRDOBA,COLÓN
RESIDENCIA GERIATRICA PRIVADA HOGAR ECOLOGICO PRIVADO TOMAS Y AURELIA,VILLA ALLENDE,CÓRDOBA,COLÓN
CLINICA PRIVADA DE LA CIUDAD,VILLA ALLENDE,CÓRDOBA,COLÓN
DISPENSARIO VILLA CERRO AZUL,VILLA CERRO AZUL,CÓRDOBA,COLÓN
SERVICIO DE DIAGNOSTICO POR IMAGENES,1 DE AGOSTO,CÓRDOBA,COLÓN
COAT,1 DE AGOSTO,CÓRDOBA,COLÓN
IMOC S.R.L,1 DE AGOSTO,CÓRDOBA,COLÓN
INSTITUTO NACIONAL DE MEDICINA AERONAUTICA Y ESPACIAL - INMAE CORDOBA,1 DE AGOSTO,CÓRDOBA,COLÓN
DISPENSARIO OSCAR CORVALAN LOZANO,JUAREZ CELMAN,CÓRDOBA,COLÓN
CAPS MARIA C. BACTAGLIERO,JUAREZ CELMAN,CÓRDOBA,COLÓN
CENTRO DE INTEGRACION COMUNITARIO,JUAREZ CELMAN,CÓRDOBA,COLÓN
CAPS DRA. CECILIA GRIENSON,JUAREZ CELMAN,CÓRDOBA,COLÓN
CAPS ESTEBAN MARADONA,JUAREZ CELMAN,CÓRDOBA,COLÓN
HOSPITAL MUNICIPAL DR. VICENTE ISAURO GONZALEZ,DEL CAMPILLO,CÓRDOBA,GENERAL ROCA
GERIATRICO MUNICIPAL LOS AROMOS,DEL CAMPILLO,CÓRDOBA,GENERAL ROCA
SERVICIO DE TRASLADO SOCIAL DE LA COOP. DE SS. PUBLICOS DEL CAMPILLO LTDA.,DEL CAMPILLO,CÓRDOBA,GENERAL ROCA
SERVICIO DE TRASLADO SOC. DE LA COOP. DE SS. PUBLICOS Y SOCIALES SERRANO LTDA.,DEL CAMPILLO,CÓRDOBA,GENERAL ROCA
ESTABLECIMIENTO SANITARIO PERIFERICO ROSARIO DE COLANA,COLANA,CATAMARCA,POMÁN
ESTABLECIMIENTO SANITARIO PERIFERICO COLPES,COLPES,CATAMARCA,POMÁN
ESTABLECIMIENTO SANITARIO PERIFERICO EL PAJONAL,EL PAJONAL,CATAMARCA,POMÁN
ESTABLECIMIENTO SANITARIO PERIFERICO JOYANGO,JOYANGO,CATAMARCA,POMÁN
HOSPITAL ZONAL SANTIAGO NIEVA,MUTQUIN,CATAMARCA,POMÁN
ESTABLECIMIENTO SANITARIO SECCIONAL MUTQUIN,MUTQUIN,CATAMARCA,POMÁN
ESTABLECIMIENTO SANITARIO PERIFERICO SECCIONAL JUAN PABLO II,POMAN,CATAMARCA,POMÁN
ESTABLECIMIENTO SANITARIO DISTRITAL ROBERTO RAMON CARRO (POMAN),POMAN,CATAMARCA,POMÁN
CENTRO DE SALUD MUNICIPAL,POMAN,CATAMARCA,POMÁN
POMANTI,POMAN,CATAMARCA,POMÁN
GABINETE DE ENFERMERIA,POMAN,CATAMARCA,POMÁN
ESTABLECIMIENTO SANITARIO PERIFERICO EL RINCON,RINCON,CATAMARCA,POMÁN
ESTABLECIMIENTO SANITARIO PERIFERICO SAN MIGUEL,SAN MIGUEL,CATAMARCA,POMÁN
ESTABLECIMIENTO SANITARIO DISTRITAL HOSPITAL  SEÑOR DEL MILAGRO DE SAUJIL,SAUJIL,CATAMARCA,POMÁN
ESTABLECIMIENTO SANITARIO PERIFERICO DE  SIJAN,SIJAN,CATAMARCA,POMÁN
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA ENTRE RIOS,ENTRE RIOS,CATAMARCA,SANTA MARÍA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA OVEJERIA,OVEJERIA,CATAMARCA,SANTA MARÍA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA PALOMA YACO,PALOMA YACO,CATAMARCA,SANTA MARÍA
ESTABLCIMIENTO SANITARIO PERIFERICO  ENFERMERIA  ANDALHUALA,ANDALHUALA,CATAMARCA,SANTA MARÍA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA EL DESMONTE,EL DESMONTE,CATAMARCA,SANTA MARÍA
ESTABLECIMIENTO SANITARIO PERIFERICO FAMATANCA,FAMATANCA,CATAMARCA,SANTA MARÍA
ESTABLECIMIENTO SANITARIO PERIFERICO DE ENFERMERIA SAN JOSE BANDA,SAN JOSE BANDA,CATAMARCA,SANTA MARÍA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA LA HOYADA,LA HOYADA,CATAMARCA,SANTA MARÍA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA LAS MOJARRAS,LAS MOJARRAS,CATAMARCA,SANTA MARÍA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA LORO HUASI,LORO HUASI,CATAMARCA,SANTA MARÍA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA PUNTA DE BALASTRO,PUNTA DE BALASTO,CATAMARCA,SANTA MARÍA
ESTABLECIMIENTO SANITARIO PERIFERICO DE ENFERMERIA CASA DE PIEDRA,CASA DE PIEDRA,CATAMARCA,SANTA MARÍA
ESTABLECIMIENTO SANITARIO SECCIONAL SAN JOSE,SAN JOSE VILLA,CATAMARCA,SANTA MARÍA
HOSPITAL SANITARIO ZONAL DE SANTA MARIA DR. LUIS ALBERTO VARGAS,SANTA MARIA,CATAMARCA,SANTA MARÍA
CENTRO OPTICO,SANTA MARIA,CATAMARCA,SANTA MARÍA
CLINICA INTEGRAL SANTA MARIA,SANTA MARIA,CATAMARCA,SANTA MARÍA
SANATORIO SANTA RITA,SANTA MARIA,CATAMARCA,SANTA MARÍA
"CONSULTORIO DE KINESIOLOGIA LIC CHOCABAR, CRISTIAN IVAN",SANTA MARIA,CATAMARCA,SANTA MARÍA
"CONSULTORIO DE KINESIOLOGIA DRA LUJAN, MARIA AGUSTINA",SANTA MARIA,CATAMARCA,SANTA MARÍA
ESTABLECIMIENTO SANITARIO PERIFERICO AMPOLLA,AMPOLLA,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO PERIFERICO CORTADERAS,CORTADERAS,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO PERIFERICO CUCHINOQUE,CUCHINOQUE,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO PERIFERICO LA BAJADA (SANTA ROSA),LA BAJADA,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO PERIFERICO LAS TUNAS,LAS TUNAS,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO PERIFERICO LOS MOLLES,LOS MOLLES,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO PERIFERICO MONTE REDONDO,MONTE REDONDO,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO PERIFERICO PUERTA GRANDE,PUERTA GRANDE,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO SECCIONAL ALIJILAN,ALIJILAN,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO ASISTENCIAL PERIFERICO PUESTO DEL MEDIO,BAÑADO DE OVANTA,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO DISTRITAL BAÑADO DE OVANTA,BAÑADO DE OVANTA,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO PERIFERICO LAS CAÑAS,LAS CAÑAS,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO DISTRITAL LAVALLE,LAVALLE,CATAMARCA,SANTA ROSA
HOSPITAL DR. EDUARDO ATALIYA ANDRADA,LAVALLE,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO DISTRITAL HOSPITAL LOS ALTOS,LOS ALTOS,CATAMARCA,SANTA ROSA
CONSULTORIO MEDICO - DR. LEIVA LUIS,LOS ALTOS,CATAMARCA,SANTA ROSA
PUESTO SANITARIO AMBOY,AMBOY,CÓRDOBA,CALAMUCHITA
PUESTO SANITARIO CAÑADA DEL SAUCE,CAÑADA DEL SAUCE,CÓRDOBA,CALAMUCHITA
DISPENSARIO BARRIO SANTA ISABEL,EMBALSE,CÓRDOBA,CALAMUCHITA
DISPENSARIO LUIS ARONOFF BARRIO EL PUEBLITO,EMBALSE,CÓRDOBA,CALAMUCHITA
DISPENSARIO BARRIO AGUADA DE REYES,EMBALSE,CÓRDOBA,CALAMUCHITA
DISPENSARIO LUIS MEDINA DE BARRIO VILLA IRUPE,EMBALSE,CÓRDOBA,CALAMUCHITA
CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO ESCUELA,EMBALSE,CÓRDOBA,CALAMUCHITA
CENTRO MEDICO APRISA,EMBALSE,CÓRDOBA,CALAMUCHITA
CENTRO MEDICO PRIVADO CALAMUCHITA,EMBALSE,CÓRDOBA,CALAMUCHITA
RESIDENCIA PRIVADA MIRADOR DEL LAGO,EMBALSE,CÓRDOBA,CALAMUCHITA
ESCUADRON SEGURIDAD EMBALSE,EMBALSE,CÓRDOBA,CALAMUCHITA
HOSPITAL MUNICIPAL LA CRUZ,LA CRUZ,CÓRDOBA,CALAMUCHITA
DISPENSARIO DR. AGUSTIN CAEIRO,LA CUMBRECITA,CÓRDOBA,CALAMUCHITA
PUESTO SANITARIO LAS BAJADAS,LAS BAJADAS,CÓRDOBA,CALAMUCHITA
CENTRO DE ATENCION PRIMARIA DE LA SALUD EVA PERON,LAS CALERAS,CÓRDOBA,CALAMUCHITA
DISPENSARIO MUNICIPAL DR. TOMAS BOSIO,LOS CONDORES,CÓRDOBA,CALAMUCHITA
CIEM - CENTRO INTEGRAL PRIVADO DE ESPECIALIDADES MEDICAS,LOS CONDORES,CÓRDOBA,CALAMUCHITA
CLINICA PRIVADA LOS CONDORES,LOS CONDORES,CÓRDOBA,CALAMUCHITA
DISPENSARIO LOS MOLINOS,LOS MOLINOS,CÓRDOBA,CALAMUCHITA
CENTRO DE ATENCION PRIMARIA DE LA SALUD DR. LUIS PEREYRA CORVALAN,LOS REARTES,CÓRDOBA,CALAMUCHITA
PUESTO SANITARIO COMUNA DE LUTTI,LUTTI,CÓRDOBA,CALAMUCHITA
DISPENSARIO MUNICIPAL DE RIO DE LOS SAUCES (DR. JUAN CARLOS DORGAMBIDE),RIO DE LOS SAUCES,CÓRDOBA,CALAMUCHITA
HOSPITAL MUNICIPAL DE SAN AGUSTIN,SAN AGUSTIN,CÓRDOBA,CALAMUCHITA
FUNDACION HOGAR GRANJA PIA (CALAMUCHITA),SAN AGUSTIN,CÓRDOBA,CALAMUCHITA
DISPENSARIO MUNICIPAL DE SANTA ROSA DEL RIO,SANTA ROSA DE CALAMUCHITA,CÓRDOBA,CALAMUCHITA
DISPENSARIO MUNICIPAL DE VILLA INCOR,SANTA ROSA DE CALAMUCHITA,CÓRDOBA,CALAMUCHITA
DISPENSARIO MUNICIPAL DE VILLA SANTA MONICA,SANTA ROSA DE CALAMUCHITA,CÓRDOBA,CALAMUCHITA
DISPENSARIO MUNICIPAL DE VILLA STRADA,SANTA ROSA DE CALAMUCHITA,CÓRDOBA,CALAMUCHITA
CENTRO DE DIA C.A.S.E.,SANTA ROSA DE CALAMUCHITA,CÓRDOBA,CALAMUCHITA
CENTRO DE SALUD VILLA AMANCAY,VILLA AMANCAY,CÓRDOBA,CALAMUCHITA
CAPS VILLA CIUDAD PARQUE,VILLA CIUDAD PARQUE LOS REARTES (1A.SECC,CÓRDOBA,CALAMUCHITA
HOSPITAL MUNICIPAL DR. LUIS A RIVAROLA,VILLA DEL DIQUE,CÓRDOBA,CALAMUCHITA
DISPENSARIO MUNICIPAL VILLA DEL DIQUE,VILLA DEL DIQUE,CÓRDOBA,CALAMUCHITA
PUESTO SANITARIO EDUARDO BERTHOLET,VILLA DEL DIQUE,CÓRDOBA,CALAMUCHITA
RESIDENCIA GERIATRICA PRIVADA RENACER,VILLA DEL DIQUE,CÓRDOBA,CALAMUCHITA
DISPENSARIO LA CANCHA,VILLA GENERAL BELGRANO,CÓRDOBA,CALAMUCHITA
PUESTO SANITARIO DR. PEREYRA CORVALAN,VILLA GENERAL BELGRANO,CÓRDOBA,CALAMUCHITA
DISPENSARIO MUNICIPAL SALUD ARTURO ILLIA,VILLA GENERAL BELGRANO,CÓRDOBA,CALAMUCHITA
CENTRO MEDICO PRIVADO DE LA COMUNIDAD,VILLA GENERAL BELGRANO,CÓRDOBA,CALAMUCHITA
SERVICIO DE EMERGENCIAS DE LA COOP DE LUZ Y FUERZA Y OTROS SERVICIOS PUBLICOS,VILLA GENERAL BELGRANO,CÓRDOBA,CALAMUCHITA
RESIDENCIA GERIATRICA PRIVADA FUNDACION VILLA CHAMPAQUI,VILLA GENERAL BELGRANO,CÓRDOBA,CALAMUCHITA
CENTRO DE JUBILADOS Y PENSIONADOS VILLA GENERAL BELGRANO,VILLA GENERAL BELGRANO,CÓRDOBA,CALAMUCHITA
RESIDENCIA GERIATRICA PRIVADA  ALBERTUS MAGNUS,VILLA GENERAL BELGRANO,CÓRDOBA,CALAMUCHITA
CENTRO MEDICO QUIRURGICO PRIVADO NEUE ASTHETIK SRL,VILLA GENERAL BELGRANO,CÓRDOBA,CALAMUCHITA
ESTABLECIMIENTO SANITARIO PERIFERICO MANANTIALES,MANANTIALES,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO PERIFERICO DR. RENE FAVALORO,MANANTIALES,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO PERIFERICO SAN PEDRO (SANTA ROSA),SAN PEDRO,CATAMARCA,SANTA ROSA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA AGUAS NEGRAS,AGUA NEGRA,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO DE ENFERMERIA CHUQUISACA,CHUQUISACA,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA SANTA ROSA,SANTA ROSA,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA VILLA LUJAN,VILLA LUJAN,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA VILLA SAN ROQUE,VILLA SAN ROQUE,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO DE ANILLACO,ANILLACO,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA ANTINACO,ANTINACO,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA BANDA DE LUCERO,BANDA DE LUCERO,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA CERRO NEGRO,CERRO NEGRO,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA LA PUNTILLA (COPACABANA),LA PUNTILLA,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO SECCIONAL COPACABANA,LA PUNTILLA,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA COSTA DE REYES,COSTA DE REYES,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA EL PUEBLITO,EL PUEBLITO,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO DE ENFERMERIA EL PUESTO,EL PUESTO,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO SECCIONAL EL SALADO,EL SALADO,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO LA CIENAGA,FIAMBALA,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA SARGENTO CABRAL,FIAMBALA,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO DISTRITAL DR. LUIS AGOTE FIAMBALA,FIAMBALA,CATAMARCA,TINOGASTA
CENTRO DE SALUD FIAMBALA,FIAMBALA,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA PAMPA BLANCA,PAMPA BLANCA,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO SECCIONAL MEDANITOS,MEDANITOS,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO PALO BLANCO,PALO BLANCO,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA SAUJIL,SAUJIL,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA TATON,TATON,CATAMARCA,TINOGASTA
HOGAR DE ANCIANOS TINOGASTA,TINOGASTA,CATAMARCA,TINOGASTA
HOSPITAL SANITARIO ZONAL DE TINOGASTA SAN JUAN BAUTISTA,TINOGASTA,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA LOS ROBLEDOS,TINOGASTA,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA LOS PALACIOS,TINOGASTA,CATAMARCA,TINOGASTA
ESTABLECIMIENTO SANITARIO PERIFERICO BARRIO LA PAZ,TINOGASTA,CATAMARCA,TINOGASTA
CLINICA VIRGEN DEL VALLE S.R.L.,TINOGASTA,CATAMARCA,TINOGASTA
SANATORIO SAN ROQUE S.A.,TINOGASTA,CATAMARCA,TINOGASTA
ESCUADRON 23 TINOGASTA,TINOGASTA,CATAMARCA,TINOGASTA
HOSPITAL MUNICIPAL ALEJO LEDESMA,ALEJO LEDESMA,CÓRDOBA,MARCOS JUÁREZ
CENTRO MEDICO PRIVADO CEMEP  Y ATENCION DOMICILIARIA,ARIAS,CÓRDOBA,MARCOS JUÁREZ
RESIDENCIA GERIATRICA PRIVADA HOGAR SANTA ROSA TERCERA EDAD,ARIAS,CÓRDOBA,MARCOS JUÁREZ
HOSPITAL PARA LA COMUNIDAD J. P. CABRINI,ARIAS,CÓRDOBA,MARCOS JUÁREZ
CLINICA PRIVADA ARIAS S.R.L.,ARIAS,CÓRDOBA,MARCOS JUÁREZ
HOSPITAL MUNICIPAL DR. MIGUEL BAEZA,CAMILO ALDAO,CÓRDOBA,MARCOS JUÁREZ
HOGAR DE ANCIANOS MUNICIPAL DE CAMILO ALDAO,CAMILO ALDAO,CÓRDOBA,MARCOS JUÁREZ
CENTRO MEDICO PRIVADO ITALIA,CAMILO ALDAO,CÓRDOBA,MARCOS JUÁREZ
CENTRO PRIVADO DE ESPECIALIDADES MEDICAS CORPUS,CAMILO ALDAO,CÓRDOBA,MARCOS JUÁREZ
CENTRO DE SALUD MUNICIPAL DR. WALTER JAGGLI,CAVANAGH,CÓRDOBA,MARCOS JUÁREZ
CENTRO MEDICO MUNICIPAL,COLONIA ITALIANA,CÓRDOBA,MARCOS JUÁREZ
HOSPITAL DR. PEDRO VELLA,CORRAL DE BUSTOS,CÓRDOBA,MARCOS JUÁREZ
CENTRO ASISTENCIAL MUNICIPAL IFFLINGER,CORRAL DE BUSTOS,CÓRDOBA,MARCOS JUÁREZ
ASISTENCIA MEDICA PRIVADA S.R.L.,CORRAL DE BUSTOS,CÓRDOBA,MARCOS JUÁREZ
CENTRO NEFROLOGIA INTEGRAL PRIVADO,CORRAL DE BUSTOS,CÓRDOBA,MARCOS JUÁREZ
CENTRO DE ASISTENCIA Y REHABILITACION S.A.,CORRAL DE BUSTOS,CÓRDOBA,MARCOS JUÁREZ
SERVICIO DE TRASLADO SOCIAL TRASLADOS,CORRAL DE BUSTOS,CÓRDOBA,MARCOS JUÁREZ
DIAGNOSTICO POR IMAGENES CORRAL DE BUSTOS SA,CORRAL DE BUSTOS,CÓRDOBA,MARCOS JUÁREZ
CLINICA INTEGRAL CORRAL DE BUSTOS S.R.L,CORRAL DE BUSTOS,CÓRDOBA,MARCOS JUÁREZ
HOSPITAL MUNICIPAL CRUZ ALTA,CRUZ ALTA,CÓRDOBA,MARCOS JUÁREZ
CLINICA INTEGRAL MEDICA CRUZ ALTA PRIVADA S.R.L,CRUZ ALTA,CÓRDOBA,MARCOS JUÁREZ
CLINICA MEDICA DEL SOL PRIVADA S.R.L ( CRUZ ALTA ),CRUZ ALTA,CÓRDOBA,MARCOS JUÁREZ
HOSPITAL MUNICIPAL DE GENERAL BALDISSERA,GENERAL BALDISSERA,CÓRDOBA,MARCOS JUÁREZ
HOSPITAL MUNICIPAL DR. JUAN GILBERTO MONTIEL,GENERAL ROCA,CÓRDOBA,MARCOS JUÁREZ
DISPENSARIO MUNICIPAL DR. BENITO SIXTO CASTELLI,GUATIMOZIN,CÓRDOBA,MARCOS JUÁREZ
CENTRO MEDICO QUIRURGICO PRIVADO GUATIMOZIN S.R.L,GUATIMOZIN,CÓRDOBA,MARCOS JUÁREZ
HOSPITAL MUNICIPAL DR. RAUL FIGUEROA,INRIVILLE,CÓRDOBA,MARCOS JUÁREZ
HOGAR GERIATRICO PRIVADO LA CASA DE INRIVILLE S.R.L.,INRIVILLE,CÓRDOBA,MARCOS JUÁREZ
HOSPITAL MUNICIPAL EVA PERON ISLA VERDE,ISLA VERDE,CÓRDOBA,MARCOS JUÁREZ
HOSPITAL MUNICIPAL SAN ROQUE DE LEONES,LEONES,CÓRDOBA,MARCOS JUÁREZ
DISPENSARIO NORTE,LEONES,CÓRDOBA,MARCOS JUÁREZ
CENTRO DE ATENCION PRIMARIA DE BARRIO SUR,LEONES,CÓRDOBA,MARCOS JUÁREZ
RESIDENCIA GERIATRICA PRIVADA LEONES,LEONES,CÓRDOBA,MARCOS JUÁREZ
SANATORIO PRIVADO BELGRANO,LEONES,CÓRDOBA,MARCOS JUÁREZ
HOSPITAL MUNICIPAL DR. CARLOS DAVID MINELLA DE LOS SURGENTES,LOS SURGENTES,CÓRDOBA,MARCOS JUÁREZ
CENTRO MATERNO INFANTIL LOS SURGENTES,LOS SURGENTES,CÓRDOBA,MARCOS JUÁREZ
HOGAR DE ANCIANOS DULCE ATARDECER,MARCOS JUAREZ,CÓRDOBA,MARCOS JUÁREZ
HOSPITAL DR. ABEL AYERZA,MARCOS JUAREZ,CÓRDOBA,MARCOS JUÁREZ
CENTRO DE ATENCION PRIMARIA DE LA SALUD N 4 - CONSULRORIO DE MEDICINA LABORAL -,MARCOS JUAREZ,CÓRDOBA,MARCOS JUÁREZ
CENTRO PERIFERICO Nº 1 DE MARCOS JUAREZ,MARCOS JUAREZ,CÓRDOBA,MARCOS JUÁREZ
CENTRO PERIFERICO Nº 2 DE MARCOS JUAREZ,MARCOS JUAREZ,CÓRDOBA,MARCOS JUÁREZ
SERVICIO DE TRASLADO DE ALTA COMPLEJIDAD EMECEAR,MARCOS JUAREZ,CÓRDOBA,MARCOS JUÁREZ
